mean Loss, Epoch
0.26860190883576196,1
0.23639453308136762,2
0.07759888387852908,3
0.08557562551216781,4
0.08981549785345792,5
0.097943642017439,6
0.10965998501363397,7
0.11366428680282831,8
0.11123270402556658,9
0.11658024630066753,10
0.11947097448405623,11
0.12028566176784039,12
0.12247254399487376,13
0.12613908112439512,14
0.12243835419601203,15
0.11648978787782788,16
0.11969284531375766,17
0.1148907980875671,18
0.11332405401426554,19
0.1099092978450358,20
0.11098419556605815,21
0.11366726502624154,22
0.12067679455763101,23
0.12609720942550898,24
0.12357607685625553,25
0.12292952499386668,26
0.12173037893405557,27
0.12351311118307709,28
0.1277351257582605,29
0.125246407456249,30
0.12389221680432558,31
0.11988560236060619,32
0.11773361494198442,33
0.11595268557983637,34
0.11253965884292126,35
0.11264955220875145,36
0.11292056843209267,37
0.11125946957436204,38
0.11273097645673155,39
0.10805513409930467,40
0.10306988024428487,41
0.09951495495453477,42
0.09692147336503863,43
0.09932070642012358,44
0.1042803560013175,45
0.10627686154994369,46
0.10629721648848056,47
0.10532781242361665,48
0.10221325853052736,49
0.10075919325983525,50
0.1079739667777419,51
0.10765220194733142,52
0.11026007567557693,53
0.1130558953872621,54
0.11295882352617383,55
0.11403254361340404,56
0.11563613471600413,57
0.10819487761947513,58
0.1102723320083022,59
0.11609670046064258,60
0.12047098907887936,61
0.1140194158899486,62
0.11792628673583269,63
0.12255700628536939,64
0.12592181696361304,65
0.12396408650374413,66
0.1257938599806726,67
0.12853044701457023,68
0.13264873398247362,69
0.1334995323828161,70
0.13626486523267628,71
0.13755311182123423,72
0.13845351611191034,73
0.13665189377316833,74
0.1338144091796875,75
0.13326223546510935,76
0.1321889857506156,77
0.13258472554138304,78
0.13310298798316716,79
0.13370450214669108,80
0.13551731052738428,81
0.13735882253825665,82
0.14466992967775463,83
0.13453164653933047,84
0.13739635095825792,85
0.13441980732777714,86
0.12966084417009355,87
0.13097831236618757,88
0.13751069704920055,89
0.13182412379541994,90
0.1316684381493628,91
0.13499716529259084,92
0.13044336689040065,93
0.1281564780534506,94
0.13218981455630063,95
0.12932092000725864,96
0.13069424316591025,97
0.13972853263708948,98
0.14353845063874127,99
0.14183286155053973,100
0.13457146361529826,101
0.13498663012230397,102
0.13517695086312295,103
0.13671223333618046,104
0.13665175879248978,105
0.13423740336290002,106
0.1371109897479117,107
0.1389265210175812,108
0.1445037442345321,109
0.14054910754579306,110
0.14285082101368904,111
0.13732802244865894,112
0.14108633178308605,113
0.14350216407617927,114
0.13727424869528412,115
0.14201176288846135,116
0.13975799957332016,117
0.13717582062464953,118
0.14132302827128768,119
0.14339215552195905,120
0.14918402595975996,121
0.15694656684276462,122
0.15372641159528494,123
0.14949336053857207,124
0.148871083466202,125
0.14665650851467252,126
0.14301079598918556,127
0.14045701673978567,128
0.13995829211494326,129
0.14176803792735934,130
0.13657248402953148,131
0.13754109417426585,132
0.14398682615572214,133
0.144513283197701,134
0.14421400189724565,135
0.15034883327233792,136
0.14180164563393594,137
0.14248777203550936,138
0.1444507384209931,139
0.13651021794104576,140
0.13091316154447197,141
