Epoch, Reward
20,-12.199999999999998
40,0.7000000000000004
60,1.9000000000000001
80,1.3000000000000003
100,4.300000000000002
120,1.4999999999999998
140,1.2000000000000002
160,3.3000000000000016
180,2.9000000000000012
200,4.900000000000003
220,3.5000000000000018
240,4.300000000000002
260,6.100000000000001
280,3.8000000000000016
300,5.3000000000000025
320,1.9999999999999996
340,6.700000000000003
360,5.200000000000002
380,2.400000000000002
400,6.100000000000002
